BirdLife,eBird,Incu1,Incu2,Fldg1,Fldg2,Incu_Sex
Pelecanoides urinatrix,Pelecanoides urinatrix,53,55,45,59,
Bulweria bulwerii,Bulweria bulwerii,44,45,62,62,B
Bulweria bifax,Bulweria bifax,,,,,
Bulweria fallax,Bulweria fallax,,,,,
Anastomus lamelligerus,Anastomus lamelligerus,25,30,50,55,
Anastomus oscitans,Anastomus oscitans,27,30,35,36,
Leptoptilos crumenifer,Leptoptilos crumenifer,29,31,95,115,
Leptoptilos javanicus,Leptoptilos javanicus,,,,,
Leptoptilos dubius,Leptoptilos dubius,,,,,
Mycteria americana,Mycteria americana,27,32,50,60,
Mycteria ibis,Mycteria ibis,30,,55,,
Mycteria leucocephala,Mycteria leucocephala,30,,60,,
Mycteria cinerea,Mycteria cinerea,,,,,
Jabiru mycteria,Jabiru mycteria,60,,80,95,
Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,30,35,70,100,
Ephippiorhynchus asiaticus,Ephippiorhynchus asiaticus,,,100,115,
Ciconia abdimii,Ciconia abdimii,30,31,50,60,
Ciconia microscelis,Ciconia microscelis,30,31,55,65,
Ciconia episcopus,Ciconia episcopus,30,31,55,65,
Ciconia stormi,Ciconia stormi,,,45,,
Ciconia nigra,Ciconia nigra,32,46,63,71,B
Ciconia maguari,Ciconia maguari,29,32,60,72,B
Ciconia ciconia,Ciconia ciconia,33,34,58,64,B
Ciconia boyciana,Ciconia boyciana,32,35,55,,
Fregata aquila,Fregata aquila,43,51,180,214,
Fregata magnificens,Fregata magnificens,53,61,150,185,B
Fregata ariel,Fregata ariel,45,,140,188,
Fregata minor,Fregata minor,51,57,120,160,B
Fregata andrewsi,Fregata andrewsi,50,54,133,168,
Papasula abbotti,Papasula abbotti,57,,140,175,
Morus bassanus,Morus bassanus,42,46,82,99,B
Morus capensis,Morus capensis,44,,97,,
Morus serrator,Morus serrator,44,,102,,
Sula sula,Sula sula,43,49,91,139,B
Sula leucogaster,Sula leucogaster,40,47,95,120,B
,Sula brewsteri,42,,90,,B
Sula dactylatra,Sula dactylatra,38,49,109,151,B
Sula granti,Sula granti,,,,,
Sula nebouxii,Sula nebouxii,41,,102,,
Sula variegata,Sula variegata,42,,78,105,
Anhinga anhinga,Anhinga anhinga,26,30,42,,B
Anhinga novaehollandiae,Anhinga novaehollandiae,26,30,,49,
Anhinga melanogaster,Anhinga melanogaster,26,30,,49,
Anhinga rufa,Anhinga rufa,26,30,49,,
Microcarbo pygmaeus,Microcarbo pygmaeus,27,30,70,70,B
Microcarbo africanus,Microcarbo africanus,23,25,28,35,
Microcarbo coronatus,Microcarbo coronatus,21,25,35,,
Microcarbo niger,Microcarbo niger,,,,,
Microcarbo melanoleucos,Microcarbo melanoleucos,,,,,
Poikilocarbo gaimardi,Poikilocarbo gaimardi,,,,,
Urile penicillatus,Urile penicillatus,,,,,
Urile urile,Urile urile,21,,60,,
Urile pelagicus,Urile pelagicus,31,,,,
Urile perspicillatus,Urile perspicillatus,,,,,
Phalacrocorax neglectus,Phalacrocorax neglectus,29,30,,,
Phalacrocorax nigrogularis,Phalacrocorax nigrogularis,,,,,
Phalacrocorax featherstoni,Phalacrocorax featherstoni,,,,,
Phalacrocorax punctatus,Phalacrocorax punctatus,28,35,57,71,
Phalacrocorax fuscescens,Phalacrocorax fuscescens,,,,,
Phalacrocorax varius,Phalacrocorax varius,25,33,47,60,
Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,,,,,
Phalacrocorax fuscicollis,Phalacrocorax fuscicollis,,,,,
Phalacrocorax capensis,Phalacrocorax capensis,22,28,63,,
Phalacrocorax capillatus,Phalacrocorax capillatus,34,,40,,
Phalacrocorax carbo,Phalacrocorax carbo,27,38,45,55,B
Gulosus aristotelis,Gulosus aristotelis,30,31,53,53,B
Nannopterum harrisi,Nannopterum harrisi,35,,60,,
Nannopterum brasilianum,Nannopterum brasilianum,23,26,47,77,B
Nannopterum auritum,Nannopterum auritum,25,29,42,,
Leucocarbo magellanicus,Leucocarbo magellanicus,,,,,
Leucocarbo bougainvilliorum,Leucocarbo bougainvilliorum,,,,,
Leucocarbo ranfurlyi,Leucocarbo ranfurlyi,,,,,
Leucocarbo carunculatus,Leucocarbo carunculatus,,,,,
Leucocarbo onslowi,Leucocarbo onslowi,,,,,
Leucocarbo chalconotus,Leucocarbo chalconotus,,,,,
Leucocarbo colensoi,Leucocarbo colensoi,28,32,,,
Leucocarbo campbelli,Leucocarbo campbelli,,,,,
Leucocarbo atriceps,Leucocarbo atriceps,,,49,,
,Leucocarbo georgianus,27,31,56,65,
,Leucocarbo melanogenis,27,32,50,63,
,Leucocarbo bransfieldensis,29,29,40,45,B
Leucocarbo verrucosus,Leucocarbo verrucosus,29,30,,,
,Leucocarbo nivalis,29,32,55,,
,Leucocarbo purpurascens,32,33,60,90,
Threskiornis aethiopicus,Threskiornis aethiopicus,28,29,35,40,
Threskiornis bernieri,Threskiornis bernieri,28,29,35,40,
Threskiornis solitarius,Threskiornis solitarius,,,,,
Threskiornis melanocephalus,Threskiornis melanocephalus,23,25,,40,
Threskiornis moluccus,Threskiornis molucca,20,23,30,48,
Threskiornis spinicollis,Threskiornis spinicollis,24,25,,,
Pseudibis papillosa,Pseudibis papillosa,25,27,,,
Pseudibis davisoni,Pseudibis davisoni,28,29,26,40,F
Thaumatibis gigantea,Pseudibis gigantea,,,,,
Geronticus eremita,Geronticus eremita,24,28,43,47,
Geronticus calvus,Geronticus calvus,,,55,,
Nipponia nippon,Nipponia nippon,28,30,45,50,
Bostrychia olivacea,Bostrychia olivacea,,,,,
Bostrychia bocagei,Bostrychia bocagei,,,,,
Bostrychia rara,Bostrychia rara,20,,,,
Bostrychia hagedash,Bostrychia hagedash,25,28,49,,
Bostrychia carunculata,Bostrychia carunculata,,,,,
Theristicus caerulescens,Theristicus caerulescens,28,,,,
Theristicus caudatus,Theristicus caudatus,,,,,
Theristicus melanopis,Theristicus melanopis,,,,,
Theristicus branickii,Theristicus branickii,27,,49,,B
Cercibis oxycerca,Cercibis oxycerca,,,,,
Mesembrinibis cayennensis,Mesembrinibis cayennensis,,,23,27,
Phimosus infuscatus,Phimosus infuscatus,21,24,,,B
Eudocimus albus,Eudocimus albus,21,23,45,55,
Eudocimus ruber,Eudocimus ruber,21,24,29,42,B
Plegadis falcinellus,Plegadis falcinellus,20,23,25,28,B
Plegadis chihi,Plegadis chihi,17,21,42,49,B
Plegadis ridgwayi,Plegadis ridgwayi,,,,,
Lophotibis cristata,Lophotibis cristata,,,,,
Platalea leucorodia,Platalea leucorodia,24,25,45,50,B
Platalea minor,Platalea minor,,,,,
Platalea alba,Platalea alba,25,29,46,,
Platalea regia,Platalea regia,20,25,,,
Platalea flavipes,Platalea flavipes,26,31,,,
Platalea ajaja,Platalea ajaja,22,,42,,
Tigriornis leucolopha,Tigriornis leucolopha,29,,,,
Tigrisoma lineatum,Tigrisoma lineatum,31,34,,,F
Tigrisoma mexicanum,Tigrisoma mexicanum,23,28,,,B
Tigrisoma fasciatum,Tigrisoma fasciatum,,,35,,
Cochlearius cochlearius,Cochlearius cochlearius,23,28,,,B
Agamia agami,Agamia agami,,,,,
Zebrilus undulatus,Zebrilus undulatus,,,,,B
Botaurus stellaris,Botaurus stellaris,25,26,50,55,F
Botaurus poiciloptilus,Botaurus poiciloptilus,25,49,,,F
Botaurus lentiginosus,Botaurus lentiginosus,28,29,14,,
Botaurus pinnatus,Botaurus pinnatus,24,25,,,F
Ixobrychus involucris,Botaurus involucris,15,20,,,F
Ixobrychus exilis,Botaurus exilis,17,20,13,15,B
Ixobrychus flavicollis,Botaurus flavicollis,,,15,,
Ixobrychus cinnamomeus,Botaurus cinnamomeus,23,,10,,
Ixobrychus eurhythmus,Botaurus eurhythmus,16,18,,,B
Ixobrychus sturmii,Botaurus sturmii,14,15,7,11,
Ixobrychus minutus,Botaurus minutus,16,21,28,30,B
Ixobrychus sinensis,Botaurus sinensis,17,20,15,,B
Ixobrychus dubius,Botaurus dubius,16,21,25,30,B
Ixobrychus novaezelandiae,Botaurus novaezelandiae,,,,,
Nyctanassa violacea,Nyctanassa violacea,24,25,30,42,B
Nyctanassa carcinocatactes,Nyctanassa carcinocatactes,,,,,
Nycticorax nycticorax,Nycticorax nycticorax,21,26,40,50,B
,Nycticorax olsoni,,,,,
Nycticorax duboisi,Nycticorax duboisi,,,,,
Nycticorax mauritianus,Nycticorax mauritianus,,,,,
Nycticorax megacephalus,Nycticorax megacephalus,,,,,
Nycticorax caledonicus,Nycticorax caledonicus,,21,42,49,
Gorsachius melanolophus,Gorsachius melanolophus,,,,,
Gorsachius goisagi,Gorsachius goisagi,17,20,35,37,
Pilherodius pileatus,Pilherodius pileatus,26,27,,,
Syrigma sibilatrix,Syrigma sibilatrix,28,,,,
Egretta caerulea,Egretta caerulea,20,24,30,,B
Egretta tricolor,Egretta tricolor,22,,35,,B
Egretta rufescens,Egretta rufescens,25,26,45,,
Egretta vinaceigula,Egretta vinaceigula,,,,,
Egretta ardesiaca,Egretta ardesiaca,,,,,
Egretta sacra,Egretta sacra,25,28,35,42,
Egretta eulophotes,Egretta eulophotes,30,35,36,40,
Egretta thula,Egretta thula,22,26,49,56,B
Egretta garzetta,Egretta garzetta,21,25,40,45,B
,,,,,,
Egretta gularis,Egretta gularis,26,28,30,45,B
Egretta picata,Egretta picata,,,,,
Egretta novaehollandiae,Egretta novaehollandiae,24,26,38,42,
Calherodius leuconotus,Calherodius leuconotus,23,26,42,56,
Oroanassa magnifica,Oroanassa magnifica,,,67,,
,,19,29,14,30,B
Butorides striata,Butorides striata,19,29,14,30,B
,,,,,,B
,Butorides virescens,19,23,21,23,B
Zonerodius heliosylus,Zonerodius heliosylus,,,,,
Ardeola rufiventris,Ardeola rufiventris,,,24,32,
Ardeola ralloides,Ardeola ralloides,18,24,35,45,F
Ardeola idae,Ardeola idae,20,,15,,
Ardeola grayii,Ardeola grayii,24,,,,
Ardeola bacchus,Ardeola bacchus,18,22,30,,
Ardeola speciosa,Ardeola speciosa,,,,,
Ardea pacifica,Ardea pacifica,28,30,42,49,
Ardea alba,Ardea alba,25,26,49,56,B
Ardea brachyrhyncha,Ardea brachyrhyncha,24,27,35,40,
Ardea intermedia,Ardea intermedia,21,27,,35,
Ardea plumifera,Ardea plumifera,26,27,37,53,B
Bubulcus ibis,Ardea ibis,21,26,30,30,B
,Ardea coromanda,,,25,40,B
Ardea cinerea,Ardea cinerea,21,26,50,50,B
Ardea herodias,Ardea herodias,25,29,60,,
Ardea occidentalis,,,,,,
Ardea cocoi,Ardea cocoi,20,29,55,,B
Ardea purpurea,Ardea purpurea,25,27,45,50,B
Ardea humbloti,Ardea humbloti,,,,,
Ardea insignis,Ardea insignis,,,,,
Ardea sumatrana,Ardea sumatrana,,,,,
Ardea melanocephala,Ardea melanocephala,23,27,40,55,
Ardea goliath,Ardea goliath,24,30,42,81,
Scopus umbretta,Scopus umbretta,28,32,44,50,
Balaeniceps rex,Balaeniceps rex,30,,95,105,B
Pelecanus onocrotalus,Pelecanus onocrotalus,29,36,65,75,B
Pelecanus rufescens,Pelecanus rufescens,,,84,,
Pelecanus philippensis,Pelecanus philippensis,30,,120,123,
Pelecanus crispus,Pelecanus crispus,30,34,85,85,B
Pelecanus conspicillatus,Pelecanus conspicillatus,32,35,90,92,
Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,30,,62,64,B
Pelecanus occidentalis,Pelecanus occidentalis,28,30,63,76,
Pelecanus thagus,Pelecanus thagus,,,,,
Opisthocomus hoazin,Opisthocomus hoazin,28,34,14,21,B
Gymnogyps californianus,Gymnogyps californianus,55,60,180,,
Sarcoramphus papa,Sarcoramphus papa,53,58,72,86,B
Vultur gryphus,Vultur gryphus,59,,180,,
Coragyps atratus,Coragyps atratus,38,39,90,,B
Cathartes aura,Cathartes aura,36,42,60,80,B
Cathartes burrovianus,Cathartes burrovianus,40,,70,75,
Cathartes melambrotus,Cathartes melambrotus,,,,,
Sagittarius serpentarius,Sagittarius serpentarius,42,46,64,106,B
Pandion haliaetus,Pandion haliaetus,35,43,,50,B
Gampsonyx swainsonii,Gampsonyx swainsonii,24,,35,,F
Chelictinia riocourii,Chelictinia riocourii,,,,,
Elanus leucurus,Elanus leucurus,30,32,35,40,
Elanus caeruleus,Elanus caeruleus,30,33,30,35,F
Elanus axillaris,Elanus axillaris,29,34,33,38,
Elanus scriptus,Elanus scriptus,36,,30,35,
Polyboroides typus,Polyboroides typus,35,,45,55,
Polyboroides radiatus,Polyboroides radiatus,,,,,
Gypohierax angolensis,Gypohierax angolensis,44,,90,,B
Gypaetus barbatus,Gypaetus barbatus,53,58,106,130,B
Neophron percnopterus,Neophron percnopterus,42,,70,85,B
Eutriorchis astur,Eutriorchis astur,40,,62,,B
Chondrohierax uncinatus,Chondrohierax uncinatus,30,34,,,B
Chondrohierax wilsonii,Chondrohierax wilsonii,,,,,
Leptodon cayanensis,Leptodon cayanensis,32,35,35,40,B
Leptodon forbesi,Leptodon forbesi,,,,,
Aviceda cuculoides,Aviceda cuculoides,32,33,30,42,B
Aviceda madagascariensis,Aviceda madagascariensis,31,31,43,43,F
Aviceda jerdoni,Aviceda jerdoni,,,,,
Aviceda subcristata,Aviceda subcristata,29,33,32,35,
Aviceda leuphotes,Aviceda leuphotes,,,,,B
Pernis apivorus,Pernis apivorus,30,35,40,44,B
Pernis ptilorhynchus,Pernis ptilorhynchus,28,35,35,45,B
Pernis celebensis,Pernis celebensis,,,,,
Pernis steerei,Pernis steerei,,,,,
Elanoides forficatus,Elanoides forficatus,24,28,38,41,B
Hamirostra melanosternon,Hamirostra melanosternon,32,38,68,73,F
Lophoictinia isura,Lophoictinia isura,37,42,59,65,
Henicopernis longicauda,Henicopernis longicauda,,,,,
Henicopernis infuscatus,Henicopernis infuscatus,,,,,
Sarcogyps calvus,Sarcogyps calvus,45,,,,B
Trigonoceps occipitalis,Trigonoceps occipitalis,55,56,115,120,
Aegypius monachus,Aegypius monachus,54,56,95,120,B
Torgos tracheliotos,Torgos tracheliotos,54,56,125,135,
Necrosyrtes monachus,Necrosyrtes monachus,48,54,89,130,
Gyps himalayensis,Gyps himalayensis,50,,,,
Gyps bengalensis,Gyps bengalensis,45,,90,,B
Gyps africanus,Gyps africanus,56,,120,130,B
Gyps indicus,Gyps indicus,,,,,B
Gyps tenuirostris,Gyps tenuirostris,,,,,
Gyps coprotheres,Gyps coprotheres,55,,140,,B
Gyps rueppelli,Gyps rueppelli,55,,150,,B
Gyps fulvus,Gyps fulvus,49,65,97,136,B
Spilornis klossi,Spilornis klossi,,,,,
Spilornis rufipectus,Spilornis rufipectus,,,,,
Spilornis kinabaluensis,Spilornis kinabaluensis,,,,,
Spilornis cheela,Spilornis cheela,35,,,,F
Spilornis holospilus,Spilornis holospilus,,,,,
Spilornis elgini,Spilornis elgini,,,,,
Pithecophaga jefferyi,Pithecophaga jefferyi,60,61,161,168,B
Terathopius ecaudatus,Terathopius ecaudatus,52,59,93,194,B
Circaetus cinerascens,Circaetus cinerascens,,,56,,
Circaetus fasciolatus,Circaetus fasciolatus,,,,,
Dryotriorchis spectabilis,Circaetus spectabilis,,,,,
Circaetus beaudouini,Circaetus beaudouini,,,,,
Circaetus pectoralis,Circaetus pectoralis,51,52,89,90,
Circaetus gallicus,Circaetus gallicus,45,47,60,80,F
Circaetus cinereus,Circaetus cinereus,48,50,97,113,
Macheiramphus alcinus,Macheiramphus alcinus,48,,67,,B
Harpyopsis novaeguineae,Harpyopsis novaeguineae,,,,,
Morphnus guianensis,Morphnus guianensis,,,100,110,F
Harpia harpyja,Harpia harpyja,56,,135,180,B
Stephanoaetus coronatus,Stephanoaetus coronatus,49,65,90,115,B
Nisaetus nanus,Nisaetus nanus,,,,,
,Nisaetus kelaarti,,,,,
Nisaetus nipalensis,Nisaetus nipalensis,,,,,F
Nisaetus alboniger,Nisaetus alboniger,,,,,
Nisaetus bartelsi,Nisaetus bartelsi,,,,,
Nisaetus lanceolatus,Nisaetus lanceolatus,,,,,
Nisaetus pinskeri,Nisaetus pinskeri,,,,,
Nisaetus philippensis,Nisaetus philippensis,,,,,
Nisaetus cirrhatus,Nisaetus cirrhatus,40,,68,,F
Nisaetus floris,Nisaetus floris,,,,,
Spizaetus tyrannus,Spizaetus tyrannus,40,44,61,90,
Spizaetus melanoleucus,Spizaetus melanoleucus,,,,,
Spizaetus ornatus,Spizaetus ornatus,48,51,66,93,F
Spizaetus isidori,Spizaetus isidori,,,120,,
Lophotriorchis kienerii,Lophotriorchis kienerii,,,,,B
Polemaetus bellicosus,Polemaetus bellicosus,47,51,96,99,
Lophaetus occipitalis,Lophaetus occipitalis,42,,53,58,
Ictinaetus malaiensis,Ictinaetus malaiensis,,,,,
Clanga hastata,Clanga hastata,,,,,
Clanga pomarina,Clanga pomarina,36,41,56,77,F
Clanga clanga,Clanga clanga,42,,63,67,F
Hieraaetus wahlbergi,Hieraaetus wahlbergi,44,46,70,75,
Hieraaetus ayresii,Hieraaetus ayresii,43,45,73,75,
Hieraaetus weiskei,Hieraaetus weiskei,,,,,
Hieraaetus pennatus,Hieraaetus pennatus,37,40,50,54,F
Hieraaetus morphnoides,Hieraaetus morphnoides,36,41,54,66,
Aquila nipalensis,Aquila nipalensis,45,,55,65,F
Aquila rapax,Aquila rapax,39,44,77,84,
Aquila adalberti,Aquila adalberti,44,,75,,B
Aquila heliaca,Aquila heliaca,43,,60,77,B
Aquila africana,Aquila africana,,,,,
Aquila chrysaetos,Aquila chrysaetos,41,45,65,80,F
Aquila fasciata,Aquila fasciata,37,41,60,70,F
Aquila spilogaster,Aquila spilogaster,42,44,61,71,
Aquila verreauxii,Aquila verreauxii,43,46,90,98,
Aquila gurneyi,Aquila gurneyi,,,,,
Aquila audax,Aquila audax,42,48,79,95,
Accipiter trivirgatus,Lophospiza trivirgata,,34,,,
Accipiter griseiceps,Lophospiza griseiceps,,,,,
Micronisus gabar,Micronisus gabar,33,35,30,35,
Urotriorchis macrourus,Urotriorchis macrourus,,,,,
Melierax metabates,Melierax metabates,30,,36,50,
Melierax poliopterus,Melierax poliopterus,36,38,49,56,
Melierax canorus,Melierax canorus,35,,45,,
Kaupifalco monogrammicus,Kaupifalco monogrammicus,33,34,40,,
Accipiter castanilius,Aerospiza castanilius,,,,,
Accipiter tachiro,Aerospiza tachiro,30,35,32,35,
Accipiter toussenelii,,30,35,32,36,
Accipiter erythropus,Tachyspiza erythropus,,,,,
Accipiter minullus,Tachyspiza minulla,31,32,25,27,
Accipiter virgatus,Tachyspiza virgata,,,,,
Accipiter nanus,Tachyspiza nanus,,,,,
Accipiter erythrauchen,Tachyspiza erythrauchen,,,,,
Accipiter cirrocephalus,Tachyspiza cirrocephala,35,37,28,33,
Accipiter brachyurus,Tachyspiza brachyura,,,,,
Accipiter rhodogaster,Tachyspiza rhodogaster,,,,,
Accipiter gularis,Tachyspiza gularis,25,28,,,
Accipiter brevipes,Tachyspiza brevipes,33,33,43,43,F
Accipiter badius,Tachyspiza badia,30,35,32,,
Accipiter butleri,Tachyspiza butleri,,,,,
Accipiter soloensis,Tachyspiza soloensis,,,22,,B
Accipiter francesiae,Tachyspiza francesiae,,,,,
Accipiter trinotatus,Tachyspiza trinotata,,,,,
Accipiter poliocephalus,Tachyspiza poliocephala,,,,,
Accipiter princeps,Tachyspiza princeps,,,,,
Accipiter novaehollandiae,Tachyspiza novaehollandiae,31,34,30,42,
Accipiter hiogaster,Tachyspiza hiogaster,30,,,,
Accipiter sylvestris,,,,,,
Accipiter imitator,Tachyspiza imitator,,,,,
Accipiter melanochlamys,Tachyspiza melanochlamys,,,,,
Accipiter albogularis,Tachyspiza albogularis,,,,,
Accipiter rufitorques,Tachyspiza rufitorques,,,,,
Accipiter henicogrammus,Tachyspiza henicogramma,,,,,
Accipiter luteoschistaceus,Tachyspiza luteoschistacea,,,,,
Accipiter haplochrous,Tachyspiza haplochroa,,,,,
Accipiter fasciatus,Tachyspiza fasciata,29,33,28,37,
Erythrotriorchis buergersi,Erythrotriorchis buergersi,,,,,
Erythrotriorchis radiatus,Erythrotriorchis radiatus,39,43,51,53,F
Accipiter poliogaster,Accipiter poliogaster,,,49,,F
Accipiter ovampensis,Accipiter ovampensis,33,35,33,,
Accipiter madagascariensis,Accipiter madagascariensis,,,,,
Accipiter striatus,Accipiter striatus,21,35,21,40,B
,,,,,,
,,,,,,
,,,,,,
Accipiter nisus,Accipiter nisus,32,34,26,30,F
Accipiter rufiventris,Accipiter rufiventris,34,,31,36,
Accipiter bicolor,Astur bicolor,33,37,30,36,F
,Astur chilensis,,,,,
Accipiter cooperii,Astur cooperii,30,34,27,30,
Accipiter gundlachi,Astur gundlachi,,,,,
Accipiter gentilis,Astur gentilis,35,38,34,41,F
,Astur atricapillus,28,32,34,35,F
Accipiter meyerianus,Astur meyerianus,,,,,B
Accipiter melanoleucus,Astur melanoleucus,34,38,37,47,
Accipiter henstii,Astur henstii,39,40,43,47,B
Megatriorchis doriae,Megatriorchis doriae,,,,,
Circus assimilis,Circus assimilis,32,34,36,43,
Circus macrourus,Circus macrourus,29,30,35,45,F
Circus maurus,Circus maurus,34,,36,41,
Circus cyaneus,Circus cyaneus,29,31,29,38,F
Circus hudsonius,Circus hudsonius,30,32,45.5,66.5,F
Circus cinereus,Circus cinereus,,,,,
Circus buffoni,Circus buffoni,,,,,
Circus pygargus,Circus pygargus,28,29,30,40,F
Circus melanoleucos,Circus melanoleucos,,,,,F
Circus aeruginosus,Circus aeruginosus,31,38,35,40,F
Circus ranivorus,Circus ranivorus,31,34,38,41,
Circus spilonotus,Circus spilonotus,33,48,35,40,
Circus spilothorax,Circus spilothorax,,,,,
Circus approximans,Circus approximans,31,34,43,46,
Circus macrosceles,Circus macrosceles,33,36,45,50,
Circus maillardi,Circus maillardi,33,36,45,50,
Accipiter superciliosus,Microspizias superciliosus,30,35,,,F
Accipiter collaris,Microspizias collaris,,,,,
Harpagus bidentatus,Harpagus bidentatus,42,45,27,37,F
Harpagus diodon,Harpagus diodon,,,28,,
Milvus milvus,Milvus milvus,31,32,50,60,F
Milvus migrans,Milvus migrans,26,38,42,63,F
Milvus aegyptius,,26,38,42,63,F
Haliastur indus,Haliastur indus,26,35,40,45,B
Haliastur sphenurus,Haliastur sphenurus,35,38,44,54,
Haliaeetus pelagicus,Haliaeetus pelagicus,38,45,70,,
Haliaeetus leucoryphus,Haliaeetus leucoryphus,40,,70,105,F
Haliaeetus albicilla,Haliaeetus albicilla,34,46,70,90,B
Haliaeetus leucocephalus,Haliaeetus leucocephalus,35,,70,92,
Haliaeetus vocifer,Icthyophaga vocifer,42,45,65,75,
Haliaeetus vociferoides,Icthyophaga vociferoides,41,,120,,
Haliaeetus leucogaster,Icthyophaga leucogaster,,40,65,70,
Haliaeetus sanfordi,Icthyophaga sanfordi,,,,,
Icthyophaga humilis,Icthyophaga humilis,,,,,
Icthyophaga ichthyaetus,Icthyophaga ichthyaetus,28,30,,70,B
Butastur liventer,Butastur liventer,,,,,
Butastur rufipennis,Butastur rufipennis,,,,,
Butastur teesa,Butastur teesa,19,,,,F
Butastur indicus,Butastur indicus,28,30,34,36,
Ictinia mississippiensis,Ictinia mississippiensis,29,31,34,,
Ictinia plumbea,Ictinia plumbea,32,33,38,,B
Geranospiza caerulescens,Geranospiza caerulescens,,,,,
Busarellus nigricollis,Busarellus nigricollis,35,40,55,,F
Rostrhamus sociabilis,Rostrhamus sociabilis,26,28,40,49,B
Helicolestes hamatus,Helicolestes hamatus,30,,35,40,B
