Scientific name,Adult survival,Age at first reproduction,Maximum longevity
Knipolegus orenocensis,0.66,1.09,7.8
Knipolegus sclateri,0.59,1.14,9.97
Knipolegus poecilocercus,0.61,0.99,7.34
Knipolegus poecilurus,0.65,1.04,7.37
Knipolegus franciscanus,0.65,1.11,8.14
Knipolegus lophotes,0.67,1.21,8.99
Knipolegus nigerrimus,0.65,1.11,8.2
Knipolegus signatus,0.67,1.23,8.18
Knipolegus cabanisi,0.59,1.14,9.97
Knipolegus cyanirostris,0.63,1.2,8.53
Knipolegus striaticeps,0.61,1.12,7.93
Knipolegus hudsoni,0.57,1.03,7.98
Knipolegus aterrimus,0.63,1.21,8.98
Knipolegus heterogyna,0.59,1.14,9.97
Satrapa icterophrys,0.61,1.18,8.41
Muscisaxicola fluviatilis,0.66,1.19,7.98
Muscisaxicola maculirostris,0.59,1.09,8.05
Muscisaxicola griseus,0.59,1.08,7.71
Muscisaxicola juninensis,0.61,1.08,8.34
Muscisaxicola cinereus,0.65,1.24,8.79
Muscisaxicola albifrons,0.64,1.17,8.96
Muscisaxicola flavinucha,0.65,1.31,9.91
Muscisaxicola rufivertex,0.61,1.17,8.45
Muscisaxicola occipitalis,0.59,1.14,9.97
Muscisaxicola maclovianus,0.7,1.37,10.8
Muscisaxicola albilora,0.64,1.24,9.36
Muscisaxicola alpinus,0.69,1.16,8.23
Muscisaxicola capistratus,0.63,1.23,9.83
Muscisaxicola frontalis,0.62,1.18,9.1
Cnemarchus erythropygius,0.7,1.27,9.14
Polioxolmis rufipennis,0.68,1.23,8.99
Xolmis pyrope,0.67,1.35,10.48
Xolmis cinereus,0.69,1.49,10.35
Xolmis coronatus,0.68,1.43,10.68
Xolmis velatus,0.7,1.31,9.58
Xolmis irupero,0.61,1.2,8.85
Xolmis salinarum,0.68,1.31,9.97
Xolmis rubetra,0.69,1.42,10.61
Xolmis dominicanus,0.69,1.43,10.75
Agriornis montanus,0.71,1.49,12.15
Agriornis albicauda,0.69,1.47,10.83
Agriornis lividus,0.67,1.68,13.34
Agriornis micropterus,0.62,1.5,11.62
Agriornis murinus,0.59,1.33,10.4
Neoxolmis rufiventris,0.71,1.58,12.35
Myiotheretes striaticollis,0.72,1.33,10.64
Myiotheretes pernix,0.71,1.31,9.47
Myiotheretes fumigatus,0.7,1.22,8.61
Myiotheretes fuscorufus,0.68,1.21,8.82
Ochthornis littoralis,0.59,1.04,7.05
Cnemotriccus fuscatus,0.58,1.08,7.39
Aphanotriccus capitalis,0.58,0.96,7.25
Aphanotriccus audax,0.58,0.95,7.15
Lathrotriccus euleri,0.59,1.08,7.43
Lathrotriccus griseipectus,0.63,0.98,7.04
Mitrephanes phaeocercus,0.62,1.07,7.41
Mitrephanes olivaceus,0.61,0.97,7.04
Sayornis nigricans,0.52,1.05,7.3
Sayornis phoebe,0.48,0.98,7.85
Sayornis saya,0.49,0.99,8.06
Empidonax virescens,0.54,1.09,8.24
Empidonax flaviventris,0.46,0.96,7.99
Empidonax flavescens,0.57,1.09,7.56
Empidonax difficilis,0.5,1.02,8.14
Empidonax occidentalis,0.48,1,7.72
Empidonax albigularis,0.52,1.04,7.33
Empidonax traillii,0.49,1.02,8.07
Empidonax alnorum,0.49,1.01,8.37
Empidonax fulvifrons,0.46,0.92,6.76
Empidonax atriceps,0.53,1.06,7.14
Empidonax wrightii,0.49,1.01,7.86
Empidonax minimus,0.45,0.93,7.7
Empidonax hammondii,0.48,0.98,7.96
Empidonax oberholseri,0.48,0.97,7.75
Empidonax affinis,0.57,1.02,7.45
Contopus cooperi,0.61,1.08,9.43
Contopus pertinax,0.64,1.13,8.63
Contopus lugubris,0.7,1.05,7.98
Contopus fumigatus,0.7,1.04,7.74
Contopus ochraceus,0.66,1.03,8.07
Contopus sordidulus,0.59,0.98,8.17
Contopus virens,0.59,0.99,8.09
Contopus bogotensis,0.6,1,8.59
Contopus punensis,0.6,1,8.59
Contopus cinereus,0.6,1,8.59
Contopus caribaeus,0.6,0.93,7.15
Contopus pallidus,0.63,0.9,6.96
Contopus hispaniolensis,0.61,0.96,7.22
Contopus latirostris,0.65,1.02,7.5
Contopus albogularis,0.66,0.9,6.74
Contopus nigrescens,0.61,0.86,6.76
Xenotriccus callizonus,0.6,1.04,7.34
Xenotriccus mexicanus,0.63,1.13,7.88
Menura alberti,0.88,5.08,21.47
Menura novaehollandiae,0.88,5.13,22
Atrichornis rufescens,0.69,1.54,8.1
Atrichornis clamosus,0.76,1.86,9.69
Ailuroedus buccoides,0.8,1.95,14.48
Ailuroedus melanotis,0.74,1.94,15.49
Ailuroedus crassirostris,0.75,2,17.2
Scenopoeetes dentirostris,0.84,2,18.56
Archboldia papuensis,0.79,2.11,15.39
Amblyornis macgregoriae,0.77,1.94,14.25
Amblyornis subalaris,0.77,1.92,14.24
Amblyornis inornata,0.74,1.7,13.01
Amblyornis flavifrons,0.74,1.69,12.97
Prionodura newtoniana,0.82,1.66,16.21
Sericulus chrysocephalus,0.8,3.12,17.39
Sericulus ardens,0.87,4,23
Sericulus aureus,0.87,4,23
Sericulus bakeri,0.85,3.69,18.05
Ptilonorhynchus violaceus,0.88,3.66,19.47
Chlamydera maculata,0.85,1.81,10.02
Chlamydera guttata,0.81,1.85,10.5
Chlamydera lauterbachi,0.87,1.91,9.51
Chlamydera nuchalis,0.83,2,10.96
Chlamydera cerviniventris,0.86,1.93,9.8
Cormobates leucophaea,0.73,1.42,11.48
Cormobates placens,0.76,1.42,10
Climacteris erythrops,0.76,1.8,11.17
Climacteris affinis,0.76,1.78,10.83
Climacteris rufus,0.78,1.93,11.88
Climacteris picumnus,0.74,1.74,10.88
Climacteris melanurus,0.76,1.84,10.9
Sipodotus wallacii,0.62,1.04,6.89
Clytomyias insignis,0.65,1.15,7.56
Chenorhamphus grayi,0.64,1.01,7.19
Malurus cyanocephalus,0.64,2.23,11.24
Malurus coronatus,0.64,2.18,11.34
Malurus elegans,0.63,2.12,11.74
Malurus pulcherrimus,0.61,2.02,11.27
Malurus amabilis,0.6,2,10.43
Malurus lamberti,0.57,1.9,10.42
Malurus cyaneus,0.61,2.07,11.54
Malurus splendens,0.61,2.03,11.15
Malurus alboscapulatus,0.61,2.03,10.22
Malurus melanocephalus,0.57,1.89,10.16
Malurus leucopterus,0.57,1.86,10.31
Stipiturus malachurus,0.57,0.96,7.22
Stipiturus mallee,0.55,0.9,6.87
Stipiturus ruficeps,0.57,0.92,6.61
Amytornis barbatus,0.66,1.17,9.44
Amytornis woodwardi,0.68,1.31,11.15
Amytornis dorotheae,0.7,1.27,9.85
Amytornis striatus,0.67,1.18,9.52
Amytornis merrotsyi,0.62,1.07,9.07
Amytornis housei,0.71,1.33,10.14
Amytornis goyderi,0.61,1.09,9.88
Amytornis ballarae,0.64,1.08,8.93
Amytornis purnelli,0.67,1.2,9.56
Amytornis textilis,0.69,1.27,10.26
Amytornis modestus,0.59,1.14,9.97
Dasyornis brachypterus,0.75,1.54,8.07
Dasyornis longirostris,0.74,1.46,7.77
Dasyornis broadbenti,0.77,1.72,8.28
Myza celebensis,0.64,1.2,9.22
Myza sarasinorum,0.65,1.22,9.44
Cissomela pectoralis,0.59,1.11,8.75
Trichodere cockerelli,0.61,1.19,9.33
Phylidonyris pyrrhopterus,0.59,1.06,11.49
Phylidonyris niger,0.63,1.08,11.38
Phylidonyris novaehollandiae,0.61,1.06,11.56
Lichmera lombokia,0.59,1.05,10.07
Lichmera argentauris,0.62,1.12,10.47
Lichmera indistincta,0.59,1.12,10.59
Lichmera incana,0.58,1.1,10.87
Lichmera alboauricularis,0.66,1.14,9.78
Lichmera squamata,0.59,1.05,10.04
Lichmera deningeri,0.62,1.15,10.9
Lichmera monticola,0.56,0.95,8.98
Lichmera flavicans,0.55,0.95,9.12
Lichmera notabilis,0.59,1.05,10.05
Entomyzon cyanotis,0.68,1.44,10.12
Entomyzon albipennis,0.59,1.14,9.13
Melithreptus chloropsis,0.7,1.14,9.46
Melithreptus lunatus,0.7,1.14,12.3
Melithreptus affinis,0.62,1.1,8.83
Melithreptus albogularis,0.64,1.12,8.01
Melithreptus validirostris,0.65,1.22,9.73
Melithreptus laetior,0.7,1.14,9.96
Melithreptus gularis,0.7,1.14,10
Melithreptus brevirostris,0.62,1.04,8.99
Nesoptilotis leucotis,0.69,1.3,7.99
Nesoptilotis flavicollis,0.69,1.28,9.18
Meliarchus sclateri,0.73,1.39,10.07
Guadalcanaria inexpectata,0.7,1.25,9.97
Meliphacator provocator,0.7,1.52,11.75
Gymnomyza viridis,0.76,1.84,14.05
Gymnomyza brunneirostris,0.59,1.14,9.97
Gymnomyza samoensis,0.72,1.63,12.86
Gymnomyza aubryana,0.74,1.86,14.91
Foulehaio procerior,0.59,1.14,9.97
Foulehaio taviunensis,0.59,1.14,9.97
Foulehaio carunculatus,0.59,1.14,9.97
Xanthotis polygrammus,0.66,1.1,7.66
Xanthotis macleayanus,0.7,1.37,8.86
Xanthotis flaviventer,0.72,1.44,8.92
Plectorhyncha lanceolata,0.66,1.4,7.84
Grantiella picta,0.61,1.29,10.82
Melitograis gilolensis,0.72,1.3,10.16
Philemon meyeri,0.69,1.44,10.28
Philemon brassi,0.68,1.52,11.24
Philemon citreogularis,0.69,1.42,10.43
Philemon kisserensis,0.59,1.14,10.22
Philemon inornatus,0.71,1.58,11.42
Philemon fuscicapillus,0.72,1.58,11.22
Philemon subcorniculatus,0.76,1.85,13.12
Philemon moluccensis,0.72,1.58,11.25
Philemon plumigenis,0.59,1.14,10.22
Philemon buceroides,0.67,1.57,11.44
Philemon cockerelli,0.77,1.59,11.56
Philemon eichhorni,0.73,1.64,11.62
Philemon albitorques,0.72,1.58,11.21
Philemon argenticeps,0.75,1.56,10.98
Philemon corniculatus,0.7,1.51,11.37
Philemon diemenensis,0.68,1.51,11.2
Sugomel nigrum,0.61,1.08,8.57
Vosea whitemanensis,0.69,1.42,10.99
Myzomela blasii,0.62,1.13,9.08
Myzomela albigula,0.6,1.13,9.23
Myzomela cineracea,0.59,1.14,9.85
Myzomela eques,0.59,1.14,9.85
Myzomela simplex,0.59,1.14,9.85
Myzomela rubrotincta,0.59,1.14,9.85
Myzomela rubrobrunnea,0.59,1.14,9.85
Myzomela obscura,0.59,1.14,12.02
Myzomela erythrina,0.59,1.14,9.85
Myzomela cruentata,0.59,1.14,9.85
Myzomela nigrita,0.58,1.03,8.35
Myzomela pulchella,0.59,1.05,8.44
Myzomela kuehni,0.59,1.06,8.66
Myzomela erythrocephala,0.55,1.01,8.18
Myzomela dammermani,0.59,1.06,8.7
Myzomela adolphinae,0.57,0.99,8.01
Myzomela chermesina,0.61,0.95,8.01
Myzomela chloroptera,0.6,1.06,8.52
Myzomela batjanensis,0.59,1.14,9.85
Myzomela wakoloensis,0.58,1,8.06
Myzomela boiei,0.59,1.06,8.65
Myzomela sanguinolenta,0.52,1.03,8.78
Myzomela caledonica,0.54,0.98,8.23
Myzomela cardinalis,0.58,0.98,8.07
Myzomela rubratra,0.6,1.12,9.13
Myzomela sclateri,0.59,1.06,8.54
Myzomela pammelaena,0.65,1.03,8.39
Myzomela lafargei,0.63,0.99,8.15
Myzomela eichhorni,0.59,1.06,8.66
Myzomela malaitae,0.59,1.06,8.68
Myzomela melanocephala,0.59,1.08,8.86
Myzomela tristrami,0.6,1.11,9.06
Myzomela jugularis,0.58,1.08,8.75
Myzomela erythromelas,0.57,1,8.12
Myzomela vulnerata,0.59,1.06,8.68
Myzomela rosenbergii,0.59,1.11,8.63
Myzomela longirostris,0.59,1.14,9.85
Acanthorhynchus superciliosus,0.6,1.14,9.86
Acanthorhynchus tenuirostris,0.61,1.05,8.97
Certhionyx variegatus,0.63,1.29,10.67
Prosthemadera novaeseelandiae,0.66,1.51,13.54
Anthornis melanura,0.61,1.25,11.07
Anthornis melanocephala,0.59,1.14,9.97
Pycnopygius ixoides,0.65,1.27,9.87
Pycnopygius cinereus,0.68,1.4,10.84
Pycnopygius stictocephalus,0.67,1.36,10.53
Gliciphila undulata,0.6,1.15,8.4
Gliciphila melanops,0.63,1.25,9.34
Gliciphila notabilis,0.64,1.27,9.15
Glycichaera fallax,0.62,1.08,7.23
Ptiloprora plumbea,0.64,1,7.98
Ptiloprora meekiana,0.66,1.09,7.8
Ptiloprora erythropleura,0.67,1.12,7.96
Ptiloprora guisei,0.68,1.16,8.33
Ptiloprora mayri,0.69,1.2,8.51
Ptiloprora perstriata,0.73,1.44,9.23
Stresemannia bougainvillei,0.69,1.2,9.54
Ramsayornis fasciatus,0.66,1.13,7.49
Ramsayornis modestus,0.63,1.12,7.31
Conopophila albogularis,0.65,1.14,9.22
Conopophila rufogularis,0.62,1.07,9.06
Conopophila whitei,0.63,1.09,9.36
Ashbyia lovensis,0.63,1.14,8.31
Epthianura crocea,0.56,0.96,6.86
Epthianura tricolor,0.54,0.99,7.21
Epthianura albifrons,0.67,1.18,8.66
Epthianura aurifrons,0.62,1.07,7.54
Melilestes megarhynchus,0.71,1.25,8.55
Timeliopsis griseigula,0.69,1.18,9.28
Timeliopsis fulvigula,0.71,1.34,8.6
Macgregoria pulchra,0.8,2.21,16.15
Melipotes gymnops,0.69,1.43,10.95
Melipotes fumigatus,0.74,1.7,12.46
Melipotes carolae,0.59,1.14,9.97
Melipotes ater,0.69,1.44,11.15
Oreornis chrysogenys,0.73,1.35,10.64
Meliphaga aruensis,0.67,1.39,13.39
Meliphaga notata,0.68,1.26,12.46
Meliphaga lewinii,0.62,1.3,14.13
Microptilotis albonotatus,0.66,1.35,10.08
Microptilotis orientalis,0.63,1.17,9.12
Microptilotis analogus,0.67,1.09,8.64
Microptilotis montanus,0.68,1.15,9.05
Microptilotis mimikae,0.65,1.27,9.88
Microptilotis cinereifrons,0.59,1.14,15.9
Microptilotis gracilis,0.59,1.14,15.9
Microptilotis vicina,0.64,1.23,9.75
Microptilotis flavirictus,0.63,1.18,9.16
Microptilotis reticulatus,0.64,1.23,9.7
Microptilotis fordianus,0.59,1.14,15.9
Microptilotis albilineatus,0.59,1.14,15.9
Stomiopera unicolor,0.73,1.4,11.21
Stomiopera flava,0.66,1.34,11.09
Bolemoreus frenatus,0.7,1.41,8.01
Bolemoreus hindwoodi,0.67,1.3,7.5
Acanthagenys rufogularis,0.72,1.41,12.23
Anthochaera lunulata,0.67,1.49,11.57
Anthochaera chrysoptera,0.73,1.68,12.7
Anthochaera phrygia,0.68,1.46,11.15
Anthochaera carunculata,0.73,1.76,13.36
Anthochaera paradoxa,0.73,1.8,14.32
Gavicalis versicolor,0.72,1.39,9.39
Gavicalis virescens,0.69,1.3,8.34
Gavicalis fasciogularis,0.72,1.36,9.55
Ptilotula penicillata,0.66,1.2,9.75
Ptilotula ornata,0.68,1.21,11.01
Ptilotula flavescens,0.62,1.2,10.51
Ptilotula fusca,0.67,1.23,9.98
Ptilotula keartlandi,0.66,1.19,9.4
Ptilotula plumula,0.67,1.19,10.55
Purnella albifrons,0.62,1.24,7.04
Caligavis chrysops,0.59,1.23,11.27
Caligavis obscura,0.65,1.34,11.11
Caligavis subfrenata,0.66,1.29,11.48
Lichenostomus cratitius,0.72,1.68,11.1
Lichenostomus melanops,0.74,1.84,12.04
Manorina melanophrys,0.7,1.74,10.65
Manorina melanocephala,0.71,1.81,12.43
Manorina melanotis,0.72,1.87,11.61
Manorina flavigula,0.7,1.81,11.03
Melidectes fuscus,0.72,1.61,11.82
Melidectes nouhuysi,0.73,1.34,10.52
Melidectes princeps,0.7,1.24,9.81
Melidectes ochromelas,0.73,1.34,10.56
Melidectes leucostephes,0.74,1.39,10.83
Melidectes belfordi,0.74,1.42,10.11
Melidectes rufocrissalis,0.74,1.41,10.08
Melidectes foersteri,0.72,1.34,10.58
Melidectes torquatus,0.71,1.29,9.22
Pardalotus punctatus,0.54,0.91,6.44
Pardalotus quadragintus,0.55,0.95,6.98
Pardalotus rubricatus,0.6,1.03,6.86
Pardalotus striatus,0.55,1,6.86
Pachycare flavogriseum,0.67,1.21,7.97
Oreoscopus gutturalis,0.68,1.26,8.49
Gerygone mouki,0.72,0.93,9.96
Gerygone chrysogaster,0.72,0.97,9.65
Gerygone palpebrosa,0.76,1.04,10.29
Gerygone chloronota,0.73,0.97,9.69
Gerygone inornata,0.74,0.99,9.86
Gerygone olivacea,0.73,0.98,10.25
Gerygone sulphurea,0.72,0.94,9.12
Gerygone hypoxantha,0.82,1.14,11.93
Gerygone magnirostris,0.82,1.14,11.93
Gerygone dorsalis,0.74,0.99,9.79
Gerygone tenebrosa,0.74,1,10.45
Gerygone citrina,0.82,1.14,11.93
Gerygone flavolateralis,0.82,1.14,11.93
Gerygone modesta,0.72,0.96,10.43
Gerygone insularis,0.82,1.14,11.93
Gerygone igata,0.67,0.9,10.34
Gerygone albofrontata,0.74,1.02,11.73
Gerygone ruficollis,0.77,0.9,10.06
Gerygone levigaster,0.73,0.96,9.9
Gerygone fusca,0.71,0.97,10.28
Smicrornis brevirostris,0.55,0.9,6.9
Pycnoptilus floccosus,0.72,1.41,10.94
Pyrrholaemus brunneus,0.65,1.04,9.63
Pyrrholaemus sagittatus,0.62,1.03,8.77
Calamanthus pyrrhopygius,0.7,1.28,8.36
Calamanthus cautus,0.64,1.15,7.42
Calamanthus fuliginosus,0.68,1.24,8.42
Calamanthus montanellus,0.59,1.14,7.35
Calamanthus campestris,0.59,1.14,7.35
Origma solitaria,0.62,1.09,7.68
Crateroscelis murina,0.66,1.19,7.84
Crateroscelis nigrorufa,0.66,1.2,7.93
Crateroscelis robusta,0.66,1.09,7.8
Sericornis citreogularis,0.71,1.7,13.45
Sericornis spilodera,0.71,1.56,11.56
Sericornis papuensis,0.74,1.74,12.2
Sericornis perspicillatus,0.7,1.48,11.01
Sericornis rufescens,0.72,1.57,11.5
Sericornis arfakianus,0.7,1.47,10.94
Sericornis keri,0.71,1.62,12.16
Sericornis humilis,0.72,1.71,14.24
Sericornis frontalis,0.68,1.54,12.52
Sericornis magnirostra,0.64,1.4,11.38
Sericornis beccarii,0.67,1.52,11.24
Sericornis nouhuysi,0.73,1.76,12.55
Acanthornis magna,0.57,0.98,7.73
Aphelocephala leucopsis,0.54,0.95,10.86
Aphelocephala pectoralis,0.59,0.98,9.78
Aphelocephala nigricincta,0.59,1.02,9.08
Acanthiza cinerea,0.69,0.98,11.27
Acanthiza chrysorrhoa,0.65,0.99,12.03
Acanthiza murina,0.7,1.09,11.68
Acanthiza nana,0.62,0.91,11.17
Acanthiza lineata,0.65,0.97,11.79
Acanthiza apicalis,0.68,1.03,12.15
Acanthiza ewingii,0.63,0.93,11.93
Acanthiza pusilla,0.66,0.99,12.04
Acanthiza katherina,0.69,1.06,11.88
Acanthiza robustirostris,0.66,0.98,11.56
Acanthiza iredalei,0.64,0.94,11.47
Acanthiza uropygialis,0.65,0.96,11.47
Acanthiza reguloides,0.64,0.95,11.63
Acanthiza inornata,0.61,0.9,11.25
Orthonyx temminckii,0.76,1.61,10.45
Orthonyx novaeguineae,0.77,1.68,9.75
Orthonyx spaldingii,0.82,2.02,12.3
Garritornis isidorei,0.73,1.4,10.03
Pomatostomus temporalis,0.69,1.8,9.27
Pomatostomus halli,0.75,1.95,9.6
Pomatostomus superciliosus,0.71,1.8,9.19
Pomatostomus ruficeps,0.68,1.71,9.11
Mohoua albicilla,0.63,1.69,9.84
Mohoua ochrocephala,0.66,1.85,10.98
Mohoua novaeseelandiae,0.6,1.57,9.31
Eulacestoma nigropectus,0.66,1.1,7.91
Daphoenositta papuensis,0.59,1.14,7
Daphoenositta chrysoptera,0.59,1.14,7
Daphoenositta miranda,0.65,1.07,7.65
Pitohui cerviniventris,0.59,1.14,9.97
Pitohui kirhocephalus,0.59,1.14,9.97
Pitohui uropygialis,0.59,1.14,9.97
Pitohui dichrous,0.74,1.79,13.24
Sphecotheres vieilloti,0.73,1.77,16.15
Sphecotheres viridis,0.72,1.74,15.36
Sphecotheres hypoleucus,0.71,1.57,14.45
Turnagra tanagra,0.59,1.14,9.97
Turnagra capensis,0.59,1.14,9.97
Oriolus sagittatus,0.66,1.23,11.02
Oriolus phaeochromus,0.74,1.05,9.03
Oriolus szalayi,0.79,1.35,10.49
Oriolus finschi,0.59,1,10.94
Oriolus melanotis,0.59,1,10.94
Oriolus flavocinctus,0.72,1.32,11.18
Oriolus forsteni,0.76,1.14,9.86
Oriolus decipiens,0.59,1,10.94
Oriolus bouroensis,0.59,1,10.94
Oriolus xanthonotus,0.68,1.15,9.2
Oriolus steerii,0.7,1.17,10.07
Oriolus albiloris,0.69,1.17,10.28
Oriolus isabellae,0.67,1.08,9.49
Oriolus hosii,0.71,1.17,9.94
Oriolus consanguineus,0.59,1,10.94
Oriolus cruentus,0.59,1,10.94
Oriolus traillii,0.67,1.22,10.68
Oriolus mellianus,0.67,1.23,11.08
Oriolus xanthornus,0.66,1.11,9.8
Oriolus brachyrynchus,0.74,1.14,8.89
Oriolus crassirostris,0.72,0.98,8.44
Oriolus chlorocephalus,0.73,1.05,9.2
Oriolus monacha,0.73,1.05,9.24
Oriolus larvatus,0.75,1.21,9.76
Oriolus percivali,0.73,1.02,8.78
Oriolus nigripennis,0.72,1.01,8.7
Oriolus oriolus,0.68,1.11,10.8
Oriolus kundoo,0.59,1,10.94
Oriolus auratus,0.68,1.24,10.05
Oriolus chinensis,0.69,1.3,11.48
Oriolus tenuirostris,0.65,1.2,10.57
Oreocharis arfaki,0.63,1.19,9.27
Paramythia olivacea,0.59,1.14,9.97
Paramythia montium,0.59,1.14,9.97
Aleadryas rufinucha,0.72,1.45,9.5
Ornorectes cristatus,0.74,1.44,10.23
Oreoica gutturalis,0.73,1.52,10.95
Ptilorrhoa leucosticta,0.73,1.5,7.81
Ptilorrhoa castanonota,0.77,1.67,8.58
Ptilorrhoa caerulescens,0.73,1.5,7.8
Ptilorrhoa geislerorum,0.59,1.14,5.6
Cinclosoma ajax,0.73,1.39,6.78
Cinclosoma punctatum,0.76,1.7,8.48
Cinclosoma castanotum,0.75,1.63,7.86
Cinclosoma marginatum,0.59,1.14,6.4
Cinclosoma castaneothorax,0.59,1.14,6.4
Cinclosoma alisteri,0.59,1.14,6.4
Cinclosoma cinnamomeum,0.59,1.14,6.4
Falcunculus whitei,0.59,1.14,13.79
Falcunculus leucogaster,0.59,1.14,13.79
Falcunculus frontatus,0.59,1.14,13.79
Melanorectes nigrescens,0.78,1.67,12.09
Coracornis raveni,0.7,1.24,8.77
Coracornis sanghirensis,0.69,1.21,8.62
Pachycephala olivacea,0.82,1.2,10.84
Pachycephala rufogularis,0.82,1.17,10.47
Pachycephala inornata,0.8,1.09,9.77
Pachycephala nudigula,0.83,1.07,9.17
Pachycephala schlegelii,0.81,1.11,8.78
Pachycephala soror,0.83,1.17,9.17
Pachycephala caledonica,0.81,1.11,9.32
Pachycephala richardsi,0.89,1,12.03
Pachycephala implicata,0.89,1,12.03
Pachycephala meyeri,0.83,0.99,8.38
Pachycephala lorentzi,0.82,1,8.48
Pachycephala modesta,0.82,0.99,8.44
Pachycephala tenebrosa,0.85,1.18,10.07
Pachycephala philippinensis,0.8,1.06,8.71
Pachycephala sulfuriventer,0.83,1.02,8.59
Pachycephala hypoxantha,0.84,1.07,9.02
Pachycephala cinerea,0.81,1.09,8.63
Pachycephala albiventris,0.82,1.01,8.88
Pachycephala homeyeri,0.83,1.05,9.05
Pachycephala teysmanni,0.89,1,12.03
Pachycephala fulvotincta,0.89,1,12.03
Pachycephala phaionota,0.82,1.15,8.97
Pachycephala hyperythra,0.82,1.15,9.09
Pachycephala griseiceps,0.89,1,12.03
Pachycephala simplex,0.89,1,12.03
Pachycephala arctitorquis,0.83,1.07,9.14
Pachycephala orpheus,0.83,1.07,9.17
Pachycephala griseonota,0.83,1.03,8.65
Pachycephala monacha,0.84,1.07,9.11
Pachycephala leucogastra,0.82,0.99,8.43
Pachycephala rufiventris,0.78,1.07,9.21
Pachycephala lanioides,0.84,1.28,10.43
Pachycephala orioloides,0.89,1,12.03
Pachycephala feminina,0.89,1,12.03
Pachycephala flavifrons,0.84,1.15,10.03
Pachycephala jacquinoti,0.84,1.31,10.82
Pachycephala vitiensis,0.89,1,12.03
Pachycephala mentalis,0.89,1,12.03
Pachycephala par,0.89,1,12.03
Pachycephala pectoralis,0.89,1,18
Pachycephala melanura,0.84,1.18,9.91
Pachycephala aurea,0.81,1.02,9.09
Pseudorectes ferrugineus,0.8,1.81,12.9
Pseudorectes incertus,0.74,1.41,11.13
Colluricincla tenebrosa,0.82,1.33,11.63
Colluricincla megarhyncha,0.78,1.33,10.64
Colluricincla boweri,0.79,1.41,11.57
Colluricincla harmonica,0.81,1.53,12.92
Colluricincla woodwardi,0.8,1.48,12.02
Androphobus viridis,0.71,1.27,9.04
Psophodes nigrogularis,0.72,0.66,11.17
Psophodes olivaceus,0.74,0.7,11.76
Psophodes occidentalis,0.71,0.61,11.22
Psophodes cristatus,0.71,0.61,11.47
Pteruthius rufiventer,0.68,1.28,9.65
Pteruthius aeralatus,0.59,1.14,9.97
Pteruthius flaviscapis,0.59,1.14,9.97
Pteruthius xanthochlorus,0.59,1.09,8.07
Pteruthius melanotis,0.54,0.96,7.2
Pteruthius aenobarbus,0.7,1.34,9.32
Erpornis zantholeuca,0.62,1.09,7.63
Cyclarhis gujanensis,0.68,1.3,8.83
Cyclarhis nigrirostris,0.69,1.21,8.61
Hylophilus amaurocephalus,0.62,0.99,7.31
Hylophilus poicilotis,0.59,0.97,7.35
Hylophilus olivaceus,0.63,1,7.19
Hylophilus pectoralis,0.62,0.99,7.22
Hylophilus viridiflavus,0.59,1.14,9.97
Hylophilus flavipes,0.59,1.14,9.97
Hylophilus insularis,0.59,1.14,9.97
Hylophilus semicinereus,0.64,1.02,7.27
Hylophilus thoracicus,0.62,1.03,7.66
Hylophilus griseiventris,0.59,1.14,9.97
Hylophilus brunneiceps,0.62,0.96,6.87
Vireolanius melitophrys,0.68,1.23,9.07
Vireolanius pulchellus,0.66,1.14,8.39
Vireolanius eximius,0.68,1.18,8.52
Vireolanius leucotis,0.68,1.16,8.28
Vireolanius mikettae,0.59,1.14,9.97
Tunchiornis ochraceiceps,0.59,1.14,9.97
Tunchiornis luteifrons,0.59,1.14,9.97
Pachysylvia hypochrysea,0.61,1,7.49
Pachysylvia decurtata,0.62,1.06,7.21
Pachysylvia hypoxantha,0.65,1.07,7.68
Pachysylvia muscicapina,0.64,1,7.09
Pachysylvia aurantiifrons,0.61,0.96,6.94
Pachysylvia semibrunnea,0.63,0.99,7.11
Vireo sclateri,0.62,0.96,8.82
Vireo philadelphicus,0.54,0.96,9.79
Vireo leucophrys,0.63,0.98,8.93
Vireo gilvus,0.55,0.98,9.72
Vireo flavoviridis,0.64,1.18,10.12
Vireo magister,0.63,1.2,11.76
Vireo olivaceus,0.56,1.03,9.09
Vireo altiloquus,0.64,1.2,10.37
Vireo gracilirostris,0.65,1.04,9.47
Vireo vicinior,0.55,0.98,9.38
Vireo huttoni,0.57,0.96,8.99
Vireo flavifrons,0.57,1.05,10.16
Vireo carmioli,0.67,1.15,9.49
Vireo masteri,0.62,0.96,8.79
Vireo cassinii,0.56,1.01,10.01
Vireo plumbeus,0.57,1.03,9.79
Vireo solitarius,0.56,1.02,10.3
Vireo osburni,0.64,1.05,10.96
Vireo modestus,0.63,1.05,9
Vireo nanus,0.66,1.08,10.32
Vireo bellii,0.52,0.91,8.65
Vireo latimeri,0.62,1.05,9.15
Vireo brevipennis,0.61,0.97,9.22
Vireo atricapilla,0.52,0.92,8.56
Vireo nelsoni,0.59,0.93,8.84
Vireo pallens,0.63,1.07,9.27
Vireo caribaeus,0.6,1.09,10.39
Vireo bairdi,0.6,0.97,9.3
Vireo griseus,0.54,0.96,9.15
Vireo crassirostris,0.62,1.11,9.76
